filename,num_makeup_region,num_extra_region,num_surplus_region,makeup_time,extra_time,surplus_time,subregion_time,num_subregion_with_annot,skip_silence_overlap_hour,skip_time,silence_time,silence_raw_hour,end_time,total_listen_time,positions,ranks,subregion_raw_hour,num_raw_subregion,annotation_counts_raw
01_06_sparse_code.cha,0,0,0,0,0,0,0,0,0,23736050,0,5.86,57599990,33863940,[],[],0.0,0.0,[]
01_07_sparse_code.cha,0,0,0,0,0,0,0,0,0,737060,22274360,6.19,57599990,34588570,[],[],0.0,0.0,[]
01_08_sparse_code.cha,0,1,3,0,300240,9684580,14400000,4,0,0,18112170,5.03,57599990,14700240,"['1', '2', '3', '4', '5']","['1', '5', '2', '4', '3']",5.0,5.0,"[137, 58, 37, 65, 51]"
01_09_sparse_code.cha,0,0,2,0,0,2589970,14400000,4,0,0,5491670,1.53,57599990,14400000,"['1', '2', '3', '4', '5']","['5', '2', '3', '4', '1']",5.0,5.0,"[0, 67, 182, 61, 38]"
01_10_sparse_code.cha,0,0,1,0,0,873640,14400000,4,0,0,12890497,3.58,57599990,14400000,"['1', '2', '3', '4', '5']","['2', '5', '4', '3', '1']",5.0,5.0,"[226, 27, 132, 280, 89]"
01_11_sparse_code.cha,0,0,0,0,0,0,14400000,4,0,0,3147380,0.87,57599990,14400000,"['1', '2', '3', '4', '5']","['3', '2', '1', '4', '5']",5.0,5.0,"[227, 129, 103, 139, 0]"
01_12_sparse_code.cha,0,0,0,0,0,0,14400000,4,0,0,4032590,1.12,57599990,14400000,"['1', '2', '3', '4', '5']","['2', '4', '1', '5', '3']",5.0,5.0,"[171, 89, 163, 0, 171]"
01_13_sparse_code.cha,1,0,0,139570,0,0,14273130,4,0,134540,613690,0.17,57599990,14412700,"['1', '2', '3', '4', '5']","['5', '1', '4', '2', '3']",5.0,5.0,"[3, 135, 37, 128, 59]"
01_14_sparse_code.cha,0,0,0,0,0,0,10799999,3,0,0,16995650,4.72,57599990,10799999,"['1', '2', '3', '4', '5']","['2', '3', '1', '5', '4']",5.0,5.0,"[127, 135, 28, 0, 0]"
01_15_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,14022770,3.9,57599990,10800000,"['1', '2', '3', '4', '5']","['2', '4', '1', '3', '5']",5.0,5.0,"[141, 0, 146, 247, 0]"
01_16_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,19386630,5.39,57599990,10800000,"['1', '2', '3', '4', '5']","['1', '3', '5', '4', '2']",5.0,5.0,"[156, 117, 0, 0, 111]"
01_17_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,22809980,6.34,57599990,10800000,"['1', '2', '3', '4', '5']","['1', '3', '2', '5', '4']",5.0,5.0,"[143, 174, 166, 0, 0]"
02_06_sparse_code.cha,0,0,0,0,0,0,0,0,0,26850050,1879780,7.23,57599990,28870160,[],[],0.0,0.0,[]
02_07_sparse_code.cha,0,0,0,0,0,0,0,0,0,0,25298570,7.03,57599990,32301420,[],[],0.0,0.0,[]
02_08_sparse_code.cha,0,0,3,0,0,6680180,14400000,4,0,0,20204230,5.61,57599990,14400000,"['1', '2', '3', '4', '5']","['2', '4', '1', '3', '5']",5.0,5.0,"[117, 112, 70, 56, 67]"
02_09_sparse_code.cha,0,0,3,0,0,4384350,14400000,4,0,0,25065570,6.96,57599990,14400000,"['1', '2', '3', '4', '5']","['2', '5', '4', '3', '1']",5.0,5.0,"[157, 0, 134, 72, 61]"
02_10_sparse_code.cha,1,1,0,2836050,1200030,0,10374500,4,0,4260630,13861030,3.85,57599990,14410580,"['1', '2', '3', '4', '5']","['4', '3', '1', '2', '5']",5.0,5.0,"[26, 41, 18, 68, 89]"
02_11_sparse_code.cha,1,0,0,1227860,0,0,13296350,4,0,1092660,15089490,4.19,57599990,14524210,"['1', '2', '3', '4', '5']","['1', '5', '4', '2', '3']",5.0,5.0,"[84, 36, 72, 89, 169]"
02_12_sparse_code.cha,1,1,0,141460,1097850,0,13984520,4,0,0,32131370,8.93,57599990,15223830,"['1', '2', '3', '4', '5']","['3', '2', '1', '5', '4']",5.0,5.0,"[182, 137, 146, 2, 61]"
02_13_sparse_code.cha,1,0,0,537890,0,0,13873750,4,0,526250,11999550,3.33,57599990,14411640,"['1', '2', '3', '4', '5']","['4', '1', '2', '3', '5']",5.0,5.0,"[164, 106, 116, 135, 3]"
02_14_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,27198720,7.56,57599990,10800000,"['1', '2', '3', '4', '5']","['1', '4', '2', '5', '3']",5.0,5.0,"[88, 0, 60, 0, 163]"
02_15_sparse_code.cha,0,0,0,0,0,0,10655430,3,0,0,28888190,8.02,57599990,10655430,"['1', '2', '3', '4', '5']","['3', '2', '4', '5', '1']",5.0,5.0,"[94, 139, 0, 0, 131]"
02_16_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,22833380,6.34,57599990,10800000,"['1', '2', '3', '4', '5']","['4', '5', '1', '3', '2']",5.0,5.0,"[0, 0, 120, 260, 134]"
02_17_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,25689490,7.14,57599990,10800000,"['1', '2', '3', '4', '5']","['2', '3', '1', '5', '4']",5.0,5.0,"[90, 64, 161, 0, 0]"
03_06_sparse_code.cha,0,0,0,0,0,0,0,0,0,27697720,0,7.09,57599990,29902270,[],[],0.0,0.0,[]
03_07_sparse_code.cha,0,0,0,0,0,0,0,0,0,24117960,1943190,6.99,57599990,31538840,[],[],0.0,0.0,[]
03_08_sparse_code.cha,1,0,1,1156020,0,143560,13657360,4,0,416820,28172200,7.83,57599990,14813380,"['1', '2', '3', '4', '5']","['3', '2', '4', '1', '5']",5.0,5.0,"[146, 193, 129, 36, 29]"
03_09_sparse_code.cha,1,0,0,1231820,0,0,13866520,4,0,0,21403070,5.95,57599990,15098340,"['1', '2', '3', '4', '5']","['4', '1', '2', '3', '5']",5.0,5.0,"[80, 14, 121, 71, 26]"
03_10_sparse_code.cha,1,0,0,1260820,0,0,13151810,4,0,1247190,20129540,5.59,57599990,14412630,"['1', '2', '3', '4', '5']","['2', '1', '5', '4', '3']",5.0,5.0,"[124, 74, 14, 51, 54]"
03_11_sparse_code.cha,1,0,0,798410,0,0,13596740,4,0,803260,12379200,3.6,57599990,14395150,"['1', '2', '3', '4', '5']","['1', '2', '5', '4', '3']",5.0,5.0,"[61, 79, 5, 45, 99]"
03_12_sparse_code.cha,1,0,0,2958040,0,0,11433460,4,0,2966540,8090050,2.25,57599990,14391500,"['1', '2', '3', '4', '5']","['2', '3', '4', '1', '5']",5.0,5.0,"[49, 18, 44, 93, 41]"
03_13_sparse_code.cha,1,0,0,289790,0,0,13600020,4,0,799980,20053750,5.57,57599990,13889810,"['1', '2', '3', '4', '5']","['5', '2', '3', '1', '4']",5.0,5.0,"[15, 42, 15, 16, 21]"
03_14_sparse_code.cha,1,0,0,958570,0,0,9842630,3,0,0,14185820,3.94,57599990,10801200,"['1', '2', '3', '4', '5']","['2', '1', '4', '3', '5']",5.0,5.0,"[45, 38, 7, 22, 0]"
03_15_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,22204080,6.17,57599990,10800000,"['1', '2', '3', '4', '5']","['1', '2', '5', '4', '3']",5.0,5.0,"[66, 70, 0, 0, 62]"
03_16_sparse_code.cha,0,0,0,0,0,0,10772300,3,0,0,25429430,7.06,57599990,10772300,"['1', '2', '3', '4', '5']","['5', '1', '4', '3', '2']",5.0,5.0,"[0, 71, 0, 107, 110]"
03_17_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,19984960,5.55,57599990,10800000,"['1', '2', '3', '4', '5']","['5', '2', '3', '4', '1']",5.0,5.0,"[0, 83, 65, 0, 59]"
04_06_sparse_code.cha,0,0,0,0,0,0,0,0,0,4152680,10441080,3.49,42691430,28097670,[],[],0.0,0.0,[]
04_07_sparse_code.cha,0,0,0,0,0,0,0,0,0,2206240,8058490,2.24,44725110,34460380,[],[],0.0,0.0,[]
04_08_sparse_code.cha,1,4,1,1561320,703110,1073730,12863190,4,0,1536810,6305940,1.75,48145860,15127620,"['1', '2', '3', '4', '5']","['4', '3', '1', '2', '5']",5.0,5.0,"[94, 50, 90, 114, 21]"
04_09_sparse_code.cha,1,0,1,507250,0,2626420,14271150,4,0,0,9375640,2.6,38565360,14778400,"['1', '2', '3', '4', '5']","['5', '1', '4', '3', '2']",5.0,5.0,"[195, 161, 80, 71, 125]"
04_10_sparse_code.cha,1,0,1,786480,0,2670200,13636930,4,0,0,9733140,2.7,46500000,14423410,"['1', '2', '3', '4', '5']","['1', '5', '4', '2', '3']",5.0,5.0,"[146, 84, 91, 131, 57]"
04_11_sparse_code.cha,0,0,0,0,0,0,14400000,4,0,0,5013180,1.39,35310800,14400000,"['1', '2', '3', '4', '5']","['1', '4', '5', '2', '3']",5.0,5.0,"[197, 181, 0, 203, 195]"
04_12_sparse_code.cha,0,0,0,0,0,0,14399000,4,0,0,8373300,2.33,38100000,14399000,"['1', '2', '3', '4', '5']","['2', '3', '5', '1', '4']",5.0,5.0,"[67, 85, 0, 51, 29]"
04_13_sparse_code.cha,1,0,0,1285680,0,0,13121630,4,0,1278370,10367680,2.88,39835800,14407310,"['1', '2', '3', '4', '5']","['5', '4', '2', '1', '3']",5.0,5.0,"[27, 78, 82, 53, 86]"
04_14_sparse_code.cha,1,0,0,2860,0,0,10800000,3,0,0,10779380,2.99,44969740,10802860,"['1', '2', '3', '4', '5']","['4', '2', '5', '1', '3']",5.0,5.0,"[0, 208, 2, 108, 134]"
04_15_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,15056050,4.18,46066300,10800000,"['1', '2', '3', '4', '5']","['1', '3', '4', '5', '2']",5.0,5.0,"[92, 11, 0, 0, 70]"
04_16_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,6866140,1.91,39283180,10800000,"['1', '2', '3', '4', '5']","['4', '2', '1', '5', '3']",5.0,5.0,"[0, 139, 187, 0, 181]"
04_17_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,0,0.0,41833110,10800000,"['1', '2', '3', '4', '5']","['5', '1', '2', '3', '4']",5.0,5.0,"[0, 49, 178, 22, 0]"
06_06_sparse_code.cha,0,0,0,0,0,0,0,0,0,0,7168930,1.99,40898490,33729560,[],[],0.0,0.0,[]
06_07_sparse_code.cha,0,0,0,0,0,0,0,0,0,0,32997320,9.17,57599990,24602670,[],[],0.0,0.0,[]
06_08_sparse_code.cha,1,0,0,3202080,0,0,11203390,4,0,3196690,5789860,1.61,44650860,14405470,"['1', '2', '3', '4', '5']","['4', '2', '1', '5', '3']",5.0,5.0,"[7, 153, 58, 59, 99]"
06_09_sparse_code.cha,2,0,0,1422290,0,0,12928890,4,0,1456630,10388380,2.89,50453860,14351180,"['1', '2', '3', '4', '5']","['3', '1', '4', '2', '5']",5.0,5.0,"[139, 90, 72, 60, 43]"
06_10_sparse_code.cha,1,0,0,1020930,0,0,13426740,4,0,973260,27380740,7.62,57599990,14447670,"['1', '2', '3', '4', '5']","['1', '5', '4', '2', '3']",5.0,5.0,"[78, 30, 42, 54, 99]"
06_11_sparse_code.cha,1,0,0,422340,0,0,13954320,4,0,445680,10261500,2.85,57599990,14376660,"['1', '2', '3', '4', '5']","['2', '5', '4', '3', '1']",5.0,5.0,"[88, 17, 72, 116, 62]"
06_12_sparse_code.cha,1,0,0,99280,0,0,14301560,4,0,0,25681960,7.13,57599990,14400840,"['1', '2', '3', '4', '5']","['3', '4', '1', '2', '5']",5.0,5.0,"[51, 58, 45, 52, 3]"
06_13_sparse_code.cha,1,0,0,479240,0,0,14268700,4,0,0,29853610,8.29,57599990,14747940,"['1', '2', '3', '4', '5']","['3', '5', '4', '1', '2']",5.0,5.0,"[66, 29, 81, 230, 70]"
06_14_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,28100260,7.81,57599990,10800000,"['1', '2', '3', '4', '5']","['3', '4', '1', '2', '5']",5.0,5.0,"[96, 0, 104, 138, 0]"
06_15_sparse_code.cha,0,0,0,0,0,0,10136730,3,0,0,39252530,10.9,57599990,10136730,"['1', '2', '3', '4', '5']","['2', '1', '3', '4', '5']",5.0,5.0,"[104, 173, 89, 0, 0]"
06_16_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,28151840,7.82,57599990,10800000,"['1', '2', '3', '4', '5']","['1', '4', '5', '3', '2']",5.0,5.0,"[240, 0, 0, 151, 204]"
06_17_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,9054560,2.52,52485050,10800000,"['1', '2', '3', '4', '5']","['4', '1', '5', '3', '2']",5.0,5.0,"[0, 160, 0, 99, 97]"
07_06_sparse_code.cha,0,0,0,0,0,0,0,0,0,0,30153740,8.38,57599990,27446250,[],[],0.0,0.0,[]
07_07_sparse_code.cha,0,0,0,0,0,0,0,0,0,16717970,0,0.0,57599990,40882020,[],[],0.0,0.0,[]
07_08_sparse_code.cha,1,0,4,1197030,0,5765350,13251000,4,0,1149000,9670410,2.69,51990550,14448030,"['1', '2', '3', '4', '5']","['5', '2', '4', '1', '3']",5.0,5.0,"[38, 75, 119, 114, 115]"
07_09_sparse_code.cha,1,0,0,979980,0,0,13358040,4,0,1602700,18180300,5.23,57599990,14338020,"['1', '2', '3', '4', '5']","['4', '1', '3', '5', '2']",5.0,5.0,"[134, 61, 97, 66, 77]"
07_10_sparse_code.cha,0,0,0,0,0,0,14399000,4,0,0,10977050,3.05,42733990,14399000,"['1', '2', '3', '4', '5']","['2', '1', '5', '3', '4']",5.0,5.0,"[85, 70, 0, 213, 52]"
07_11_sparse_code.cha,1,0,0,686720,0,0,13320680,4,0,688210,16465940,4.57,57599990,14007400,"['1', '2', '3', '4', '5']","['5', '3', '2', '4', '1']",5.0,5.0,"[81, 124, 48, 9, 59]"
07_12_sparse_code.cha,1,1,0,1956970,433260,0,12131110,4,0,2267890,7376380,2.05,29700000,14521340,"['1', '2', '3', '4', '5']","['1', '2', '3', '4', '5']",5.0,5.0,"[99, 50, 56, 27, 41]"
07_13_sparse_code.cha,1,1,0,1022680,242760,0,12506050,4,0,1894610,9417790,2.62,31616110,13771490,"['1', '2', '3', '4', '5']","['3', '2', '5', '1', '4']",5.0,5.0,"[99, 130, 24, 70, 64]"
07_14_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,3328990,0.92,34460740,10800000,"['1', '2', '3', '4', '5']","['1', '4', '2', '5', '3']",5.0,5.0,"[60, 0, 93, 0, 114]"
07_15_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,4878650,1.36,39124550,10800000,"['1', '2', '3', '4', '5']","['4', '1', '2', '3', '5']",5.0,5.0,"[184, 0, 103, 94, 0]"
07_16_sparse_code.cha,1,0,0,840490,0,0,9977500,3,0,821390,11913360,3.54,46412740,10817990,"['1', '2', '3', '4', '5']","['2', '1', '3', '5', '4']",5.0,5.0,"[118, 96, 89, 20, 0]"
07_17_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,6973450,1.94,44988930,10800000,"['1', '2', '3', '4', '5']","['4', '2', '5', '1', '3']",5.0,5.0,"[0, 27, 0, 99, 109]"
08_06_sparse_code.cha,0,0,0,0,0,0,0,0,0,24686170,10023190,4.67,57599990,22890630,[],[],0.0,0.0,[]
08_07_sparse_code.cha,0,0,0,0,0,0,0,0,0,0,13037090,3.62,57599990,44562900,[],[],0.0,0.0,[]
08_08_sparse_code.cha,0,1,0,0,1081710,0,13741579,4,0,658420,21725830,6.03,57599990,14823289,"['1', '2', '3', '4', '5']","['4', '1', '2', '3', '5']",5.0,5.0,"[79, 141, 89, 65, 0]"
08_09_sparse_code.cha,1,1,0,2909880,124190,0,11317000,4,0,3681010,18168520,5.05,57599990,14351070,"['1', '2', '3', '4', '5']","['5', '3', '1', '2', '4']",5.0,5.0,"[52, 45, 30, 70, 68]"
08_10_sparse_code.cha,0,0,2,0,0,9811080,14400000,4,0,0,4289720,1.19,57599990,14400000,"['1', '2', '3', '4', '5']","['5', '4', '2', '3', '1']",5.0,5.0,"[103, 91, 25, 68, 132]"
08_11_sparse_code.cha,1,0,0,3600000,0,0,10948160,4,0,3388320,8234850,2.29,57599990,14548160,"['1', '2', '3', '4', '5']","['4', '3', '1', '5', '2']",5.0,5.0,"[67, 95, 94, 156, 145]"
08_12_sparse_code.cha,1,0,0,601120,0,0,13800530,4,0,599470,24127170,6.7,57599990,14401650,"['1', '2', '3', '4', '5']","['5', '1', '3', '2', '4']",5.0,5.0,"[28, 104, 185, 156, 74]"
08_13_sparse_code.cha,1,0,0,1808150,0,0,12348550,4,0,2051450,26726990,7.42,57599990,14156700,"['1', '2', '3', '4', '5']","['5', '2', '3', '4', '1']",5.0,5.0,"[45, 84, 53, 192, 149]"
08_14_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,22113410,6.14,57599990,10800000,"['1', '2', '3', '4', '5']","['2', '3', '4', '1', '5']",5.0,5.0,"[140, 85, 0, 142, 0]"
08_15_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,22056270,6.13,57599990,10800000,"['1', '2', '3', '4', '5']","['5', '3', '4', '1', '2']",5.0,5.0,"[0, 248, 0, 266, 208]"
08_16_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,18682610,5.19,57599990,10800000,"['1', '2', '3', '4', '5']","['4', '3', '5', '2', '1']",5.0,5.0,"[0, 173, 0, 185, 226]"
08_17_sparse_code.cha,0,0,0,0,0,0,10727210,3,0,72700,24905200,6.94,57599990,10727210,"['1', '2', '3', '4', '5']","['2', '5', '3', '4', '1']",5.0,5.0,"[253, 0, 258, 0, 129]"
09_06_sparse_code.cha,0,0,0,0,0,0,0,0,0,0,25707100,7.14,57599990,31892890,[],[],0.0,0.0,[]
09_07_sparse_code.cha,0,0,0,0,0,0,0,0,0,0,20710100,5.75,57599990,36889890,[],[],0.0,0.0,[]
09_08_sparse_code.cha,1,0,0,2073160,0,0,12266830,4,0,2135210,13766390,3.92,42900000,14339990,"['1', '2', '3', '4', '5']","['1', '5', '3', '2', '4']",5.0,5.0,"[133, 34, 19, 78, 109]"
09_09_sparse_code.cha,0,0,0,0,0,0,14400000,4,0,0,6171700,1.71,31083950,14400000,"['1', '2', '3', '4', '5']","['1', '3', '2', '5', '4']",5.0,5.0,"[64, 67, 104, 0, 105]"
09_10_sparse_code.cha,1,0,0,2189980,0,0,13024290,4,0,0,13386930,3.72,57599990,15214270,"['1', '2', '3', '4', '5']","['2', '3', '4', '1', '5']",5.0,5.0,"[119, 53, 55, 17, 42]"
09_11_sparse_code.cha,1,0,0,802530,0,0,13599840,4,0,800160,10575730,2.94,57599990,14402370,"['1', '2', '3', '4', '5']","['2', '5', '1', '4', '3']",5.0,5.0,"[41, 7, 30, 29, 64]"
09_12_sparse_code.cha,0,2,1,0,3603100,1512630,11316660,4,0,594420,23049930,6.4,57599990,14919760,"['1', '2', '3', '4', '5']","['2', '5', '3', '4', '1']",5.0,5.0,"[66, 29, 66, 59, 113]"
09_13_sparse_code.cha,1,0,0,943270,0,0,13093930,4,0,774320,29097350,8.3,57599990,14037200,"['1', '2', '3', '4', '5']","['2', '3', '5', '1', '4']",5.0,5.0,"[88, 91, 32, 56, 93]"
09_14_sparse_code.cha,0,0,0,0,0,0,10800000,3,0,0,33193390,9.22,57599990,10800000,"['1', '2', '3', '4', '5']","['3', '5', '1', '2', '4']",5.0,5.0,"[27, 0, 69, 134, 0]"
09_15_sparse_code.cha,1,0,0,2359750,0,0,8231760,3,0,2365190,7152120,1.99,35269430,10591510,"['1', '2', '3', '4', '5']","['2', '5', '1', '4', '3']",5.0,5.0,"[77, 0, 32, 65, 77]"
09_16_sparse_code.cha,1,0,0,1889850,0,0,8874950,3,0,1925050,4607990,1.39,32445050,10764800,"['1', '2', '3', '4', '5']","['1', '3', '4', '5', '2']",5.0,5.0,"[113, 110, 26, 0, 32]"
09_17_sparse_code.cha,1,0,0,1614230,0,0,9197850,3,0,1179280,12511570,3.48,39900000,10812080,"['1', '2', '3', '4', '5']","['1', '5', '3', '2', '4']",5.0,5.0,"[146, 0, 31, 91, 21]"
10_06_sparse_code.cha,0,0,0,0,0,0,0,0,0,0,3242010,0.9,43144990,39902980,[],[],0.0,0.0,[]
10_07_sparse_code.cha,0,0,0,0,0,0,0,0,0,8214470,1573090,1.54,46407610,36620050,[],[],0.0,0.0,[]
10_08_sparse_code.cha,0,0,0,0,0,0,13583390,4,0,402390,13309410,3.7,57599990,13583390,"['1', '2', '3', '4', '5']","['4', '3', '5', '1', '2']",5.0,5.0,"[165, 282, 0, 285, 327]"
10_09_sparse_code.cha,1,0,0,1166640,0,0,13602800,4,0,0,25761990,7.16,57599990,14769440,"['1', '2', '3', '4', '5']","['3', '1', '5', '2', '4']",5.0,5.0,"[143, 16, 36, 77, 261]"
10_10_sparse_code.cha,1,0,0,2013050,0,0,12388620,4,0,2011380,20453330,5.68,57599990,14401670,"['1', '2', '3', '4', '5']","['3', '1', '4', '2', '5']",5.0,5.0,"[247, 98, 149, 28, 41]"
10_11_sparse_code.cha,1,0,0,1358960,0,0,12929230,4,0,1368110,16287270,4.52,49800000,14288190,"['1', '2', '3', '4', '5']","['1', '3', '5', '2', '4']",5.0,5.0,"[96, 90, 20, 146, 108]"
